D[m],Cc,Cs,L [mm],M [Nmm],N [N],As
0.591596666,75,1500,7000,400000000,1000000,2799.159054
0.593260997,100,1500,7000,400000000,1000000,2799.159054
0.592926181,125,1500,7000,400000000,1000000,2770.88472
0.59151976,150,1500,7000,400000000,1000000,2799.159054
0.593597491,50,1750,7000,400000000,1000000,2770.88472
0.593675704,75,1750,7000,400000000,1000000,2770.88472
0.592564321,100,1750,7000,400000000,1000000,2770.88472
0.592715486,125,1750,7000,400000000,1000000,2770.88472
0.591380539,150,1750,7000,400000000,1000000,2799.159054
0.634973206,50,750,3000,500000000,1000000,3166.725395
0.636100205,75,750,3000,500000000,1000000,3216.990877
0.634961942,100,750,3000,500000000,1000000,3166.725395
0.635569661,125,750,3000,500000000,1000000,3216.990877
0.636512804,150,750,3000,500000000,1000000,3216.990877
0.636925285,50,1000,3000,500000000,1000000,3216.990877
0.637386816,75,1000,3000,500000000,1000000,3216.990877
0.63764767,100,1000,3000,500000000,1000000,3216.990877
0.635450664,125,1000,3000,500000000,1000000,3216.990877
0.636326798,150,1000,3000,500000000,1000000,3216.990877
0.635812494,50,1250,3000,500000000,1000000,3216.990877
0.637845582,75,1250,3000,500000000,1000000,3216.990877
0.634956959,100,1250,3000,500000000,1000000,3166.725395
0.635799352,125,1250,3000,500000000,1000000,3216.990877
0.635662559,150,1250,3000,500000000,1000000,3216.990877
0.634957042,50,1500,3000,500000000,1000000,3166.725395
0.636140826,75,1500,3000,500000000,1000000,3216.990877
0.636663047,100,1500,3000,500000000,1000000,3216.990877
0.637084497,125,1500,3000,500000000,1000000,3216.990877
0.636440521,150,1500,3000,500000000,1000000,3216.990877
0.636070879,50,1750,3000,500000000,1000000,3216.990877
0.635319506,75,1750,3000,500000000,1000000,3216.990877
0.635961651,100,1750,3000,500000000,1000000,3216.990877
0.637078411,125,1750,3000,500000000,1000000,3216.990877
0.63485347,150,1750,3000,500000000,1000000,3166.725395
0.637352428,50,750,4000,500000000,1000000,3216.990877
0.637497059,75,750,4000,500000000,1000000,3216.990877
0.637041096,100,750,4000,500000000,1000000,3216.990877
0.635756971,125,750,4000,500000000,1000000,3216.990877
0.635300071,150,750,4000,500000000,1000000,3216.990877
0.635394849,50,1000,4000,500000000,1000000,3216.990877
0.634865913,75,1000,4000,500000000,1000000,3166.725395
0.634840807,100,1000,4000,500000000,1000000,3166.725395
0.635396912,125,1000,4000,500000000,1000000,3216.990877
0.635297571,150,1000,4000,500000000,1000000,3216.990877
0.636846181,50,1250,4000,500000000,1000000,3216.990877
0.635687345,75,1250,4000,500000000,1000000,3216.990877
0.635479737,100,1250,4000,500000000,1000000,3216.990877
0.63561771,125,1250,4000,500000000,1000000,3216.990877
0.635290431,150,1250,4000,500000000,1000000,3216.990877
0.637931794,50,1500,4000,500000000,1000000,3216.990877
0.635268765,75,1500,4000,500000000,1000000,3216.990877
0.635284181,100,1500,4000,500000000,1000000,3216.990877
0.636022006,125,1500,4000,500000000,1000000,3216.990877
0.635684928,150,1500,4000,500000000,1000000,3216.990877
0.636324267,50,1750,4000,500000000,1000000,3216.990877
0.634863704,75,1750,4000,500000000,1000000,3166.725395
0.635671243,100,1750,4000,500000000,1000000,3216.990877
0.63750746,125,1750,4000,500000000,1000000,3216.990877
0.635769168,150,1750,4000,500000000,1000000,3216.990877
0.637488843,50,750,5000,500000000,1000000,3216.990877
0.636281139,75,750,5000,500000000,1000000,3216.990877
0.636998673,100,750,5000,500000000,1000000,3216.990877
0.636121744,125,750,5000,500000000,1000000,3216.990877
0.63700378,150,750,5000,500000000,1000000,3216.990877
0.636470871,50,1000,5000,500000000,1000000,3216.990877
0.6354809,75,1000,5000,500000000,1000000,3216.990877
0.636192154,100,1000,5000,500000000,1000000,3216.990877
0.637411775,125,1000,5000,500000000,1000000,3216.990877
0.634874218,150,1000,5000,500000000,1000000,3166.725395
0.634854793,50,1250,5000,500000000,1000000,3166.725395
0.635541203,75,1250,5000,500000000,1000000,3216.990877
0.636575457,100,1250,5000,500000000,1000000,3216.990877
0.63540523,125,1250,5000,500000000,1000000,3216.990877
0.635858872,150,1250,5000,500000000,1000000,3216.990877
0.638018005,50,1500,5000,500000000,1000000,3216.990877
0.635529423,75,1500,5000,500000000,1000000,3216.990877
0.635801251,100,1500,5000,500000000,1000000,3216.990877
0.636736577,125,1500,5000,500000000,1000000,3216.990877
0.636801058,150,1500,5000,500000000,1000000,3216.990877
0.637361084,50,1750,5000,500000000,1000000,3216.990877
0.635782362,75,1750,5000,500000000,1000000,3216.990877
0.63597541,100,1750,5000,500000000,1000000,3216.990877
0.63663004,125,1750,5000,500000000,1000000,3216.990877
0.635407855,150,1750,5000,500000000,1000000,3216.990877
0.638429261,50,750,6000,500000000,1000000,3216.990877
0.635445076,75,750,6000,500000000,1000000,3216.990877
0.635362525,100,750,6000,500000000,1000000,3216.990877
0.635513418,125,750,6000,500000000,1000000,3216.990877
0.636952593,150,750,6000,500000000,1000000,3216.990877
0.63640902,50,1000,6000,500000000,1000000,3216.990877
0.637240601,75,1000,6000,500000000,1000000,3216.990877
0.635482761,100,1000,6000,500000000,1000000,3216.990877
0.635648072,125,1000,6000,500000000,1000000,3216.990877
0.637385377,150,1000,6000,500000000,1000000,3216.990877
0.637271978,50,1250,6000,500000000,1000000,3216.990877
0.635597518,75,1250,6000,500000000,1000000,3216.990877
0.637601427,100,1250,6000,500000000,1000000,3216.990877
0.634898077,125,1250,6000,500000000,1000000,3166.725395
0.635643281,150,1250,6000,500000000,1000000,3216.990877
0.634833275,50,1500,6000,500000000,1000000,3166.725395
0.636802835,75,1500,6000,500000000,1000000,3216.990877
0.63630861,100,1500,6000,500000000,1000000,3216.990877
0.636486354,125,1500,6000,500000000,1000000,3216.990877
0.635680991,150,1500,6000,500000000,1000000,3216.990877
0.635806289,50,1750,6000,500000000,1000000,3216.990877
0.635967859,75,1750,6000,500000000,1000000,3216.990877
0.635674279,100,1750,6000,500000000,1000000,3216.990877
0.63589475,125,1750,6000,500000000,1000000,3216.990877
0.634919487,150,1750,6000,500000000,1000000,3166.725395
0.635799843,50,750,7000,500000000,1000000,3216.990877
0.634898905,75,750,7000,500000000,1000000,3166.725395
0.635994989,100,750,7000,500000000,1000000,3216.990877
0.635925382,125,750,7000,500000000,1000000,3216.990877
0.636042985,150,750,7000,500000000,1000000,3216.990877
0.635364961,50,1000,7000,500000000,1000000,3216.990877
0.635306576,75,1000,7000,500000000,1000000,3216.990877
0.635998501,100,1000,7000,500000000,1000000,3216.990877
0.63826182,125,1000,7000,500000000,1000000,3216.990877
0.637774877,150,1000,7000,500000000,1000000,3216.990877
0.635973142,50,1250,7000,500000000,1000000,3216.990877
0.635505493,75,1250,7000,500000000,1000000,3216.990877
0.636460242,100,1250,7000,500000000,1000000,3216.990877
0.63714457,125,1250,7000,500000000,1000000,3216.990877
0.634980119,150,1250,7000,500000000,1000000,3166.725395
0.635787836,50,1500,7000,500000000,1000000,3216.990877
0.635281372,75,1500,7000,500000000,1000000,3216.990877
0.636742756,100,1500,7000,500000000,1000000,3216.990877
0.635332839,125,1500,7000,500000000,1000000,3216.990877
0.635387992,150,1500,7000,500000000,1000000,3216.990877
0.636339573,50,1750,7000,500000000,1000000,3216.990877
0.635515412,75,1750,7000,500000000,1000000,3216.990877
0.63547203,100,1750,7000,500000000,1000000,3216.990877
0.636878059,125,1750,7000,500000000,1000000,3216.990877
0.635869563,150,1750,7000,500000000,1000000,3216.990877
0.457361916,50,750,3000,100000000,2000000,1693.31844
0.456245649,75,750,3000,100000000,2000000,1693.31844
0.454791109,100,750,3000,100000000,2000000,1693.31844
0.455079818,125,750,3000,100000000,2000000,1693.31844
0.456791052,150,750,3000,100000000,2000000,1693.31844
0.454924921,50,1000,3000,100000000,2000000,1693.31844
0.45492544,75,1000,3000,100000000,2000000,1693.31844
0.454315879,100,1000,3000,100000000,2000000,1693.31844
0.455227576,125,1000,3000,100000000,2000000,1693.31844
0.455858935,150,1000,3000,100000000,2000000,1693.31844
0.45461072,50,1250,3000,100000000,2000000,1693.31844
0.456814228,75,1250,3000,100000000,2000000,1693.31844
0.457894415,100,1250,3000,100000000,2000000,1693.31844
0.454996069,125,1250,3000,100000000,2000000,1693.31844
0.457637151,150,1250,3000,100000000,2000000,1693.31844
0.455467134,50,1500,3000,100000000,2000000,1693.31844
0.455817553,75,1500,3000,100000000,2000000,1693.31844
0.453790941,100,1500,3000,100000000,2000000,1693.31844
0.454700514,125,1500,3000,100000000,2000000,1693.31844
0.454052414,150,1500,3000,100000000,2000000,1693.31844
0.455936551,50,1750,3000,100000000,2000000,1693.31844
0.455630773,75,1750,3000,100000000,2000000,1693.31844
0.454969344,100,1750,3000,100000000,2000000,1693.31844
0.454836221,125,1750,3000,100000000,2000000,1693.31844
0.462731454,150,1750,3000,100000000,2000000,1693.31844
0.454744335,50,750,4000,100000000,2000000,1693.31844
0.460533355,75,750,4000,100000000,2000000,1693.31844
0.454570351,100,750,4000,100000000,2000000,1693.31844
0.455444461,125,750,4000,100000000,2000000,1693.31844
0.455720973,150,750,4000,100000000,2000000,1693.31844
0.455174232,50,1000,4000,100000000,2000000,1693.31844
0.456422195,75,1000,4000,100000000,2000000,1693.31844
0.454262525,100,1000,4000,100000000,2000000,1693.31844
0.455423989,125,1000,4000,100000000,2000000,1693.31844
0.455168914,150,1000,4000,100000000,2000000,1693.31844
0.459274122,50,1250,4000,100000000,2000000,1693.31844
0.455158128,75,1250,4000,100000000,2000000,1693.31844
0.455623241,100,1250,4000,100000000,2000000,1693.31844
0.455352161,125,1250,4000,100000000,2000000,1693.31844
0.460991374,150,1250,4000,100000000,2000000,1693.31844
0.461849733,50,1500,4000,100000000,2000000,1693.31844
0.457146563,75,1500,4000,100000000,2000000,1693.31844
0.454564721,100,1500,4000,100000000,2000000,1693.31844
0.457249373,125,1500,4000,100000000,2000000,1693.31844
0.454569276,150,1500,4000,100000000,2000000,1693.31844
0.4566671,50,1750,4000,100000000,2000000,1693.31844
0.454733157,75,1750,4000,100000000,2000000,1693.31844
0.455520849,100,1750,4000,100000000,2000000,1693.31844
0.454777552,125,1750,4000,100000000,2000000,1693.31844
0.457229425,150,1750,4000,100000000,2000000,1693.31844
0.454014894,50,750,5000,100000000,2000000,1693.31844
0.462934541,75,750,5000,100000000,2000000,1693.31844
0.45736436,100,750,5000,100000000,2000000,1693.31844
0.453929222,125,750,5000,100000000,2000000,1693.31844
0.462163292,150,750,5000,100000000,2000000,1693.31844
0.459168579,50,1000,5000,100000000,2000000,1693.31844
0.454802623,75,1000,5000,100000000,2000000,1693.31844
0.454264169,100,1000,5000,100000000,2000000,1693.31844
0.457309638,125,1000,5000,100000000,2000000,1693.31844
0.456400815,150,1000,5000,100000000,2000000,1693.31844
0.457111655,50,1250,5000,100000000,2000000,1693.31844
0.455047212,75,1250,5000,100000000,2000000,1693.31844
0.457387492,100,1250,5000,100000000,2000000,1693.31844
0.45299298,125,1250,5000,100000000,2000000,1781.283035
0.457327221,150,1250,5000,100000000,2000000,1693.31844
0.454014952,50,1500,5000,100000000,2000000,1693.31844
0.454768907,75,1500,5000,100000000,2000000,1693.31844
0.456132911,100,1500,5000,100000000,2000000,1693.31844
0.459427981,125,1500,5000,100000000,2000000,1693.31844
0.455035716,150,1500,5000,100000000,2000000,1693.31844
0.461688961,50,1750,5000,100000000,2000000,1693.31844
0.454645743,75,1750,5000,100000000,2000000,1693.31844
0.460902014,100,1750,5000,100000000,2000000,1693.31844
0.45697773,125,1750,5000,100000000,2000000,1693.31844
0.454120741,150,1750,5000,100000000,2000000,1693.31844
0.454552511,50,750,6000,100000000,2000000,1693.31844
0.454863955,75,750,6000,100000000,2000000,1693.31844
0.456885915,100,750,6000,100000000,2000000,1693.31844
0.456644702,125,750,6000,100000000,2000000,1693.31844
0.456919673,150,750,6000,100000000,2000000,1693.31844
0.456394869,50,1000,6000,100000000,2000000,1693.31844
0.455295186,75,1000,6000,100000000,2000000,1693.31844
0.459414711,100,1000,6000,100000000,2000000,1693.31844
0.453847357,125,1000,6000,100000000,2000000,1693.31844
0.455310425,150,1000,6000,100000000,2000000,1693.31844
0.459122997,50,1250,6000,100000000,2000000,1693.31844
0.455384907,75,1250,6000,100000000,2000000,1693.31844
0.45682586,100,1250,6000,100000000,2000000,1693.31844
0.460844286,125,1250,6000,100000000,2000000,1693.31844
0.454046769,150,1250,6000,100000000,2000000,1693.31844
0.454414587,50,1500,6000,100000000,2000000,1693.31844
0.452540172,75,1500,6000,100000000,2000000,1781.283035
0.454271717,100,1500,6000,100000000,2000000,1693.31844
0.455765132,125,1500,6000,100000000,2000000,1693.31844
0.454424081,150,1500,6000,100000000,2000000,1693.31844
0.45586799,50,1750,6000,100000000,2000000,1693.31844
0.45866612,75,1750,6000,100000000,2000000,1693.31844
0.45409375,100,1750,6000,100000000,2000000,1693.31844
0.455752561,125,1750,6000,100000000,2000000,1693.31844
0.457362524,150,1750,6000,100000000,2000000,1693.31844
0.454292187,50,750,7000,100000000,2000000,1693.31844
0.458415399,75,750,7000,100000000,2000000,1693.31844
0.455776793,100,750,7000,100000000,2000000,1693.31844
0.456827072,125,750,7000,100000000,2000000,1693.31844
0.453754579,150,750,7000,100000000,2000000,1693.31844
0.454571609,50,1000,7000,100000000,2000000,1693.31844
0.457508413,75,1000,7000,100000000,2000000,1693.31844
0.456726597,100,1000,7000,100000000,2000000,1693.31844
0.454127184,125,1000,7000,100000000,2000000,1693.31844
0.45412559,150,1000,7000,100000000,2000000,1693.31844
0.45406356,50,1250,7000,100000000,2000000,1693.31844
0.454864335,75,1250,7000,100000000,2000000,1693.31844
0.454214841,100,1250,7000,100000000,2000000,1693.31844
0.464138814,125,1250,7000,100000000,2000000,1693.31844
0.458095078,150,1250,7000,100000000,2000000,1693.31844
0.455797825,50,1500,7000,100000000,2000000,1693.31844
0.454702904,75,1500,7000,100000000,2000000,1693.31844
0.460583217,100,1500,7000,100000000,2000000,1693.31844
0.455461612,125,1500,7000,100000000,2000000,1693.31844
0.45413568,150,1500,7000,100000000,2000000,1693.31844
0.455290241,50,1750,7000,100000000,2000000,1693.31844
0.455445744,75,1750,7000,100000000,2000000,1693.31844
0.454701861,100,1750,7000,100000000,2000000,1693.31844
0.45682195,125,1750,7000,100000000,2000000,1693.31844
0.454826965,150,1750,7000,100000000,2000000,1693.31844
0.519215563,50,750,3000,200000000,2000000,2155.13256
0.515906021,75,750,3000,200000000,2000000,2199.114858
0.518244866,100,750,3000,200000000,2000000,2155.13256
0.523552817,125,750,3000,200000000,2000000,2155.13256
0.515987353,150,750,3000,200000000,2000000,2199.114858
0.51621903,50,1000,3000,200000000,2000000,2155.13256
0.515683886,75,1000,3000,200000000,2000000,2199.114858
0.517122925,100,1000,3000,200000000,2000000,2155.13256
0.516914154,125,1000,3000,200000000,2000000,2155.13256
0.516744797,150,1000,3000,200000000,2000000,2155.13256
0.521719349,50,1250,3000,200000000,2000000,2155.13256
0.518313526,75,1250,3000,200000000,2000000,2155.13256
0.515887657,100,1250,3000,200000000,2000000,2199.114858
0.517656557,125,1250,3000,200000000,2000000,2155.13256
0.518416192,150,1250,3000,200000000,2000000,2155.13256
0.516627546,50,1500,3000,200000000,2000000,2155.13256
0.518168163,75,1500,3000,200000000,2000000,2155.13256
0.5177507,100,1500,3000,200000000,2000000,2155.13256
0.517536632,125,1500,3000,200000000,2000000,2155.13256
0.516182018,150,1500,3000,200000000,2000000,2155.13256
0.515709054,50,1750,3000,200000000,2000000,2199.114858
0.522085824,75,1750,3000,200000000,2000000,2155.13256
0.516673725,100,1750,3000,200000000,2000000,2155.13256
0.517120322,125,1750,3000,200000000,2000000,2155.13256
0.516287462,150,1750,3000,200000000,2000000,2155.13256
0.518718312,50,750,4000,200000000,2000000,2155.13256
0.518577504,75,750,4000,200000000,2000000,2155.13256
0.520009288,100,750,4000,200000000,2000000,2155.13256
0.516740372,125,750,4000,200000000,2000000,2155.13256
0.518062444,150,750,4000,200000000,2000000,2155.13256
0.520141614,50,1000,4000,200000000,2000000,2155.13256
0.517823403,75,1000,4000,200000000,2000000,2155.13256
0.516515492,100,1000,4000,200000000,2000000,2155.13256
0.521504249,125,1000,4000,200000000,2000000,2155.13256
0.520648364,150,1000,4000,200000000,2000000,2155.13256
0.51695051,50,1250,4000,200000000,2000000,2155.13256
0.51706378,75,1250,4000,200000000,2000000,2155.13256
0.519687466,100,1250,4000,200000000,2000000,2155.13256
0.521887517,125,1250,4000,200000000,2000000,2155.13256
0.517622927,150,1250,4000,200000000,2000000,2155.13256
0.517747546,50,1500,4000,200000000,2000000,2155.13256
0.516353091,75,1500,4000,200000000,2000000,2155.13256
0.51644358,100,1500,4000,200000000,2000000,2155.13256
0.518357902,125,1500,4000,200000000,2000000,2155.13256
0.516666057,150,1500,4000,200000000,2000000,2155.13256
0.518940923,50,1750,4000,200000000,2000000,2155.13256
0.517239531,75,1750,4000,200000000,2000000,2155.13256
0.51752482,100,1750,4000,200000000,2000000,2155.13256
0.520175888,125,1750,4000,200000000,2000000,2155.13256
0.522161158,150,1750,4000,200000000,2000000,2155.13256
0.516246943,50,750,5000,200000000,2000000,2155.13256
0.516924547,75,750,5000,200000000,2000000,2155.13256
0.517669973,100,750,5000,200000000,2000000,2155.13256
0.516328388,125,750,5000,200000000,2000000,2155.13256
0.52107675,150,750,5000,200000000,2000000,2155.13256
0.518631798,50,1000,5000,200000000,2000000,2155.13256
0.521277737,75,1000,5000,200000000,2000000,2155.13256
0.519153866,100,1000,5000,200000000,2000000,2155.13256
0.520695156,125,1000,5000,200000000,2000000,2155.13256
0.519061913,150,1000,5000,200000000,2000000,2155.13256
0.517853359,50,1250,5000,200000000,2000000,2155.13256
0.517477097,75,1250,5000,200000000,2000000,2155.13256
0.516721096,100,1250,5000,200000000,2000000,2155.13256
0.516905338,125,1250,5000,200000000,2000000,2155.13256
0.517071876,150,1250,5000,200000000,2000000,2155.13256
0.517127432,50,1500,5000,200000000,2000000,2155.13256
0.52059216,75,1500,5000,200000000,2000000,2155.13256
0.520703078,100,1500,5000,200000000,2000000,2155.13256
0.517938085,125,1500,5000,200000000,2000000,2155.13256
0.517353095,150,1500,5000,200000000,2000000,2155.13256
0.519803246,50,1750,5000,200000000,2000000,2155.13256
0.519471328,75,1750,5000,200000000,2000000,2155.13256
0.516970988,100,1750,5000,200000000,2000000,2155.13256
0.516647817,125,1750,5000,200000000,2000000,2155.13256
0.519297896,150,1750,5000,200000000,2000000,2155.13256
0.520078195,50,750,6000,200000000,2000000,2155.13256
0.516631258,75,750,6000,200000000,2000000,2155.13256
0.518578836,100,750,6000,200000000,2000000,2155.13256
0.518555727,125,750,6000,200000000,2000000,2155.13256
0.517251218,150,750,6000,200000000,2000000,2155.13256
0.5234435,50,1000,6000,200000000,2000000,2155.13256
0.518403866,75,1000,6000,200000000,2000000,2155.13256
0.521224421,100,1000,6000,200000000,2000000,2155.13256
0.517617435,125,1000,6000,200000000,2000000,2155.13256
0.516180131,150,1000,6000,200000000,2000000,2155.13256
0.519599684,50,1250,6000,200000000,2000000,2155.13256
0.518159909,75,1250,6000,200000000,2000000,2155.13256
0.517526117,100,1250,6000,200000000,2000000,2155.13256
0.520709911,125,1250,6000,200000000,2000000,2155.13256
0.517392816,150,1250,6000,200000000,2000000,2155.13256
0.517236281,50,1500,6000,200000000,2000000,2155.13256
0.518320315,75,1500,6000,200000000,2000000,2155.13256
0.518757069,100,1500,6000,200000000,2000000,2155.13256
0.521138767,125,1500,6000,200000000,2000000,2155.13256
0.516244909,150,1500,6000,200000000,2000000,2155.13256
0.518608804,50,1750,6000,200000000,2000000,2155.13256
0.517772944,75,1750,6000,200000000,2000000,2155.13256
0.517954237,100,1750,6000,200000000,2000000,2155.13256
0.518103204,125,1750,6000,200000000,2000000,2199.114858
0.51877787,150,1750,6000,200000000,2000000,2155.13256
0.518598036,50,750,7000,200000000,2000000,2155.13256
0.51776018,75,750,7000,200000000,2000000,2155.13256
0.516737513,100,750,7000,200000000,2000000,2199.114858
0.516359132,125,750,7000,200000000,2000000,2155.13256
0.521557597,150,750,7000,200000000,2000000,2155.13256
0.516950106,50,1000,7000,200000000,2000000,2155.13256
0.516211552,75,1000,7000,200000000,2000000,2199.114858
0.517041516,100,1000,7000,200000000,2000000,2155.13256
0.518042247,125,1000,7000,200000000,2000000,2155.13256
0.516567032,150,1000,7000,200000000,2000000,2155.13256
0.516501838,50,1250,7000,200000000,2000000,2155.13256
0.516489823,75,1250,7000,200000000,2000000,2155.13256
0.516181873,100,1250,7000,200000000,2000000,2155.13256
0.518195706,125,1250,7000,200000000,2000000,2155.13256
0.520542099,150,1250,7000,200000000,2000000,2155.13256
0.51724874,50,1500,7000,200000000,2000000,2155.13256
0.516243457,75,1500,7000,200000000,2000000,2155.13256
0.51842312,100,1500,7000,200000000,2000000,2155.13256
0.521667926,125,1500,7000,200000000,2000000,2155.13256
0.51806531,150,1500,7000,200000000,2000000,2155.13256
0.519513192,50,1750,7000,200000000,2000000,2155.13256
0.51719569,75,1750,7000,200000000,2000000,2155.13256
0.520513434,100,1750,7000,200000000,2000000,2155.13256
0.521755999,125,1750,7000,200000000,2000000,2155.13256
0.520388735,150,1750,7000,200000000,2000000,2155.13256
0.574467343,50,750,3000,300000000,2000000,2616.94668
0.576030237,75,750,3000,300000000,2000000,2613.805088
0.573282568,100,750,3000,300000000,2000000,2613.805088
0.573273695,125,750,3000,300000000,2000000,2613.805088
0.57364443,150,750,3000,300000000,2000000,2613.805088
0.573479017,50,1000,3000,300000000,2000000,2613.805088
0.574543031,75,1000,3000,300000000,2000000,2613.805088
0.574193005,100,1000,3000,300000000,2000000,2613.805088
0.574196183,125,1000,3000,300000000,2000000,2613.805088
0.574191493,150,1000,3000,300000000,2000000,2613.805088
0.574600308,50,1250,3000,300000000,2000000,2613.805088
0.573809508,75,1250,3000,300000000,2000000,2613.805088
0.574278671,100,1250,3000,300000000,2000000,2613.805088
0.574080818,125,1250,3000,300000000,2000000,2613.805088
0.574333435,150,1250,3000,300000000,2000000,2613.805088
0.573962878,50,1500,3000,300000000,2000000,2613.805088
0.573518741,75,1500,3000,300000000,2000000,2613.805088
0.573506381,100,1500,3000,300000000,2000000,2613.805088
0.573559708,125,1500,3000,300000000,2000000,2613.805088
0.573217682,150,1500,3000,300000000,2000000,2660.928978
0.576358213,50,1750,3000,300000000,2000000,2613.805088
0.575632286,75,1750,3000,300000000,2000000,2616.94668
0.573710992,100,1750,3000,300000000,2000000,2613.805088
0.573813688,125,1750,3000,300000000,2000000,2613.805088
0.573295934,150,1750,3000,300000000,2000000,2613.805088
0.57456543,50,750,4000,300000000,2000000,2613.805088
0.57335562,75,750,4000,300000000,2000000,2613.805088
0.574782632,100,750,4000,300000000,2000000,2613.805088
0.574378333,125,750,4000,300000000,2000000,2660.928978
0.574915011,150,750,4000,300000000,2000000,2613.805088
0.5745543,50,1000,4000,300000000,2000000,2613.805088
0.573980038,75,1000,4000,300000000,2000000,2613.805088
0.574596609,100,1000,4000,300000000,2000000,2613.805088
0.574016467,125,1000,4000,300000000,2000000,2613.805088
0.575499385,150,1000,4000,300000000,2000000,2616.94668
0.573472509,50,1250,4000,300000000,2000000,2613.805088
0.57386719,75,1250,4000,300000000,2000000,2613.805088
0.575524697,100,1250,4000,300000000,2000000,2613.805088
0.574879223,125,1250,4000,300000000,2000000,2613.805088
0.573902759,150,1250,4000,300000000,2000000,2613.805088
0.575651889,50,1500,4000,300000000,2000000,2613.805088
0.575760359,75,1500,4000,300000000,2000000,2613.805088
0.575008375,100,1500,4000,300000000,2000000,2613.805088
0.574565812,125,1500,4000,300000000,2000000,2613.805088
0.574228631,150,1500,4000,300000000,2000000,2613.805088
0.573596986,50,1750,4000,300000000,2000000,2613.805088
0.575132417,75,1750,4000,300000000,2000000,2613.805088
0.573423608,100,1750,4000,300000000,2000000,2613.805088
0.573689779,125,1750,4000,300000000,2000000,2613.805088
0.573289304,150,1750,4000,300000000,2000000,2613.805088
0.576077253,50,750,5000,300000000,2000000,2613.805088
0.574595565,75,750,5000,300000000,2000000,2613.805088
0.574228816,100,750,5000,300000000,2000000,2613.805088
0.573686795,125,750,5000,300000000,2000000,2613.805088
0.573474593,150,750,5000,300000000,2000000,2613.805088
0.573364288,50,1000,5000,300000000,2000000,2613.805088
0.574924925,75,1000,5000,300000000,2000000,2613.805088
0.574824809,100,1000,5000,300000000,2000000,2613.805088
0.573435455,125,1000,5000,300000000,2000000,2613.805088
0.573455138,150,1000,5000,300000000,2000000,2613.805088
0.573502478,50,1250,5000,300000000,2000000,2613.805088
0.573298249,75,1250,5000,300000000,2000000,2613.805088
0.573772842,100,1250,5000,300000000,2000000,2613.805088
0.574120212,125,1250,5000,300000000,2000000,2613.805088
0.575499513,150,1250,5000,300000000,2000000,2613.805088
0.573566872,50,1500,5000,300000000,2000000,2613.805088
0.575146709,75,1500,5000,300000000,2000000,2613.805088
0.573762799,100,1500,5000,300000000,2000000,2613.805088
0.574614217,125,1500,5000,300000000,2000000,2613.805088
0.574460627,150,1500,5000,300000000,2000000,2613.805088
0.575589748,50,1750,5000,300000000,2000000,2613.805088
0.573940952,75,1750,5000,300000000,2000000,2613.805088
0.575032125,100,1750,5000,300000000,2000000,2616.94668
0.573477709,125,1750,5000,300000000,2000000,2613.805088
0.574620527,150,1750,5000,300000000,2000000,2613.805088
0.573488201,50,750,6000,300000000,2000000,2613.805088
0.573695265,75,750,6000,300000000,2000000,2613.805088
0.57392637,100,750,6000,300000000,2000000,2613.805088
0.573584474,125,750,6000,300000000,2000000,2613.805088
0.574180127,150,750,6000,300000000,2000000,2613.805088
0.574404834,50,1000,6000,300000000,2000000,2613.805088
0.575260268,75,1000,6000,300000000,2000000,2613.805088
0.57327445,100,1000,6000,300000000,2000000,2613.805088
0.574725629,125,1000,6000,300000000,2000000,2613.805088
0.574270206,150,1000,6000,300000000,2000000,2613.805088
0.573737135,50,1250,6000,300000000,2000000,2613.805088
0.574093587,75,1250,6000,300000000,2000000,2613.805088
0.574273363,100,1250,6000,300000000,2000000,2613.805088
0.574273927,125,1250,6000,300000000,2000000,2616.94668
0.574620995,150,1250,6000,300000000,2000000,2613.805088
0.57453381,50,1500,6000,300000000,2000000,2613.805088
0.574204535,75,1500,6000,300000000,2000000,2613.805088
0.57341089,100,1500,6000,300000000,2000000,2613.805088
0.574278371,125,1500,6000,300000000,2000000,2613.805088
0.575126009,150,1500,6000,300000000,2000000,2613.805088
0.5763116,50,1750,6000,300000000,2000000,2613.805088
0.575972891,75,1750,6000,300000000,2000000,2613.805088
0.573560694,100,1750,6000,300000000,2000000,2613.805088
0.573761211,125,1750,6000,300000000,2000000,2613.805088
0.574478298,150,1750,6000,300000000,2000000,2613.805088
0.574747569,50,750,7000,300000000,2000000,2613.805088
0.575187352,75,750,7000,300000000,2000000,2616.94668
0.575572012,100,750,7000,300000000,2000000,2613.805088
0.573539248,125,750,7000,300000000,2000000,2613.805088
0.573515696,150,750,7000,300000000,2000000,2613.805088
0.574987137,50,1000,7000,300000000,2000000,2613.805088
0.573757206,75,1000,7000,300000000,2000000,2613.805088
0.574663618,100,1000,7000,300000000,2000000,2613.805088
0.573264283,125,1000,7000,300000000,2000000,2613.805088
0.575459618,150,1000,7000,300000000,2000000,2613.805088
0.575586534,50,1250,7000,300000000,2000000,2613.805088
0.574175925,75,1250,7000,300000000,2000000,2613.805088
0.573433517,100,1250,7000,300000000,2000000,2613.805088
0.574165168,125,1250,7000,300000000,2000000,2613.805088
0.573632427,150,1250,7000,300000000,2000000,2613.805088
0.574081071,50,1500,7000,300000000,2000000,2613.805088
0.573597948,75,1500,7000,300000000,2000000,2613.805088
0.575903582,100,1500,7000,300000000,2000000,2613.805088
